month,holding_month,stock_label,quintile,ew_cumulative_return,n,horizon_trading_days
2013-01,2013-02,attention,3,0.009892237849024526,139,1
2013-01,2013-02,attention,4,0.00877021559408615,139,1
2013-01,2013-02,attention,5,0.007994421587138156,139,1
2013-01,2013-02,baseline,1,0.004107332013633752,292,1
2013-01,2013-02,baseline,2,0.005637577264877283,292,1
2013-01,2013-02,baseline,3,0.005200067877310581,292,1
2013-01,2013-02,baseline,4,0.006692068376937019,292,1
2013-01,2013-02,baseline,5,0.007445805959744976,292,1
2013-01,2013-02,information,1,-0.004115889143579155,10,1
2013-01,2013-02,information,2,0.0076924691876562035,11,1
2013-01,2013-02,information,3,-0.0025848626992980295,10,1
2013-01,2013-02,information,4,-0.0031690776551734205,11,1
2013-01,2013-02,information,5,0.007922350471515138,11,1
2013-02,2013-03,attention,1,0.013338953121433161,89,1
2013-02,2013-03,attention,2,0.013073235651977157,90,1
2013-02,2013-03,attention,3,0.00982339828955057,89,1
2013-02,2013-03,attention,4,0.01026851536551454,90,1
2013-02,2013-03,attention,5,0.01480261727196318,90,1
2013-02,2013-03,baseline,1,0.012472467768981931,344,1
2013-02,2013-03,baseline,2,0.00989375436299193,344,1
2013-02,2013-03,baseline,3,0.009730687720448623,344,1
2013-02,2013-03,baseline,4,0.01175872250016554,344,1
2013-02,2013-03,baseline,5,0.014737555744772186,345,1
2013-02,2013-03,information,1,0.013849953278578098,10,1
2013-02,2013-03,information,2,0.010032894729443444,11,1
2013-02,2013-03,information,3,0.026730398680989555,11,1
2013-02,2013-03,information,4,0.014736345343428462,11,1
2013-02,2013-03,information,5,0.021515084922406332,11,1
2013-03,2013-04,attention,1,0.002300073040276834,75,1
2013-03,2013-04,attention,2,0.01067076526879095,75,1
2013-03,2013-04,attention,3,0.005958437335965946,76,1
2013-03,2013-04,attention,4,0.006180232351035434,75,1
2013-03,2013-04,attention,5,0.0008373275639437677,76,1
2013-03,2013-04,baseline,1,0.006625793067745366,351,1
2013-03,2013-04,baseline,2,0.004188977668366796,351,1
2013-03,2013-04,baseline,3,0.006315200941115391,351,1
2013-03,2013-04,baseline,4,0.006060640811010293,351,1
2013-03,2013-04,baseline,5,0.007461878440183574,351,1
2013-03,2013-04,information,1,0.014246876586855037,24,1
2013-03,2013-04,information,2,0.012884342821130887,24,1
2013-03,2013-04,information,3,0.01378652078813796,24,1
2013-03,2013-04,information,4,0.006500987544314343,24,1
2013-03,2013-04,information,5,0.0030012027040302856,25,1
2013-04,2013-05,attention,1,0.0014069366275068793,30,1
2013-04,2013-05,attention,2,0.013115234239828862,31,1
2013-04,2013-05,attention,3,0.0035196043067820056,31,1
2013-04,2013-05,attention,4,0.010786526035741666,31,1
2013-04,2013-05,attention,5,0.01300572003031993,31,1
2013-04,2013-05,baseline,1,0.0013365402068798978,374,1
2013-04,2013-05,baseline,2,0.000601150417781728,375,1
2013-04,2013-05,baseline,3,0.0028392378126793254,375,1
2013-04,2013-05,baseline,4,0.0038038270497139028,375,1
2013-04,2013-05,baseline,5,0.003170916457415707,375,1
2013-04,2013-05,information,1,0.010040821076156368,49,1
2013-04,2013-05,information,2,0.014943754217275276,49,1
2013-04,2013-05,information,3,0.011308745659802983,49,1
2013-04,2013-05,information,4,0.011277288431175855,49,1
2013-04,2013-05,information,5,0.005077087764680514,50,1
2013-05,2013-06,attention,1,-0.010306881583550729,108,1
2013-05,2013-06,attention,2,-0.004887935503918395,109,1
2013-05,2013-06,attention,3,-0.005247007124306206,109,1
2013-05,2013-06,attention,4,-0.007693528395412271,109,1
2013-05,2013-06,attention,5,-0.00756384699857919,109,1
2013-05,2013-06,baseline,1,-0.00782010840781275,334,1
2013-05,2013-06,baseline,2,-0.0037475258910902353,334,1
2013-05,2013-06,baseline,3,-0.00565614474941809,334,1
2013-05,2013-06,baseline,4,-0.00401708954883403,334,1
2013-05,2013-06,baseline,5,-0.0036096249235570295,335,1
2013-05,2013-06,information,1,-0.015823385251303366,18,1
2013-05,2013-06,information,2,-0.019855028318286876,18,1
2013-05,2013-06,information,3,-0.006009115544807407,19,1
2013-05,2013-06,information,4,-0.0010169078014847603,18,1
