formation_month,holding_month,low_decile,high_decile,effective_bins,ew_long_short,vw_long_short,ew_nav,vw_nav
2012-06,2012-07,1,10,10,0.020846272696428927,0.004083974543077226,1.4823390118015114,1.7523772815342893
2012-07,2012-08,1,10,10,-0.006416447816143232,0.0042725347288736885,1.4728276608864537,1.7598643743277338
2012-08,2012-09,1,10,10,0.019083852211092073,0.01995518723688998,1.5009348862992191,1.7949827974289758
2012-09,2012-10,1,10,10,-0.0018033024133966447,-0.017693180665391463,1.4982282467964045,1.763223842502795
2012-10,2012-11,1,10,10,0.013527330689689795,-0.0049529032620755226,1.5184952757394536,1.7544907653814936
2012-11,2012-12,1,10,10,-0.01666193252905318,-0.007367041234842303,1.4931942099093969,1.7415653595667782
2012-12,2013-01,1,10,10,0.03985388515078548,0.06530902003853936,1.5527038004589437,1.8553052865331507
2013-01,2013-02,1,10,10,0.005823842932704451,0.0021291892771526967,1.5617465035138298,1.8592555826550818
2013-02,2013-03,1,10,10,0.020139230855330807,0.04301279394475903,1.5931988768856005,1.9392273599224679
2013-03,2013-04,1,10,10,0.009129778959001064,-0.01733416021840451,1.6077444304692947,1.9056124821656582
2013-04,2013-05,1,10,10,0.009129119667674074,-0.008767185668819719,1.6224217217700856,1.8889056237216915
2013-05,2013-06,1,10,10,-0.03003039038668734,-0.02011966713298241,1.5736997640934884,1.8509014713267926
2013-06,2013-07,1,10,10,-0.07501428088581888,-0.10441376200373782,1.4556498079598326,1.6576418856073087
2013-07,2013-08,1,10,10,0.018863231260040927,0.01747940208731434,1.483108066921013,1.6866164746426129
2013-08,2013-09,1,10,10,-0.001565642810934284,-0.03029938989349719,1.4807860494381995,1.6355130244766205
2013-09,2013-10,1,10,10,0.03708712194996869,0.04612251059898828,1.5357041422355262,1.7109469912828266
2013-10,2013-11,1,10,10,0.00413253614053137,0.003034916686028913,1.5420504951044782,1.7161395728555817
2013-11,2013-12,1,10,10,0.01832922413861427,-5.955898428819384e-06,1.5703150842623095,1.7161293517025962
2013-12,2014-01,1,10,10,-0.06682288382625284,-0.1399749048410356,1.465382101816037,1.4759143090031173
2014-01,2014-02,1,10,10,0.029194090458298468,0.033764343262810435,1.508162599452426,1.5257475863587924
2014-02,2014-03,1,10,10,0.003875943501675118,0.00797827507533664,1.514008152479243,1.5379204202982937
2014-03,2014-04,1,10,10,0.01291539790100291,0.030979641712433774,1.5335621701938746,1.5855646439013702
2014-04,2014-05,1,10,10,-0.008321954174278997,-0.010425005263262954,1.5207999360901134,1.5690351241434548
2014-05,2014-06,1,10,10,0.014909479265335486,0.02069544380689557,1.5434742712039724,1.601507002386211
2014-06,2014-07,1,10,10,-0.015175233542961478,-0.020665226715407957,1.5200516886709,1.5684114970955867
2014-07,2014-08,1,10,10,0.011946878047825626,0.0038851405348983674,1.5382115608218425,1.5745049961783533
2014-08,2014-09,1,10,10,-0.004979064178855075,-0.01615901309534397,1.5305527067398537,1.5490625493264227
2014-09,2014-10,1,10,10,0.02437008650052808,0.025448223217887308,1.5678524085967214,1.588483438860151
2014-10,2014-11,1,10,10,0.016147272381198778,-0.0004580327065161899,1.5931689484918512,1.5877558614913936
2014-11,2014-12,1,10,10,0.12944948929470024,0.30211196460540224,1.799403855234296,2.0674359041203014
2014-12,2015-01,1,10,10,-0.008398358015392154,0.01725200316387057,1.7842918174437614,2.1031033148792844
2015-01,2015-02,1,10,10,0.026669157622128528,0.07827317242436158,1.8318773771670434,2.2677198832710768
2015-02,2015-03,1,10,10,0.0026359476972674933,0.0016272667905159188,1.8367061101210633,2.2714100685273166
2015-03,2015-04,1,10,10,0.003427868221464625,-0.0183678952730566,1.843002096628117,2.2296890462664405
2015-04,2015-05,1,10,10,0.019703631390804943,-0.022892910806001796,1.8793159305925582,2.178644973805144
2015-05,2015-06,1,10,10,0.015591016645923772,-0.014087698726534398,1.9086163765493767,2.147952879782099
2015-06,2015-07,1,10,10,0.06443782913532575,0.10159360159754145,2.03160347250635,2.366171148900973
2015-07,2015-08,1,10,10,-0.01067184794651796,0.011887028782147063,2.0099225091601443,2.3942978934514447
2015-08,2015-09,1,10,10,-0.021865735264471303,0.0015140529821648166,1.9659740756727466,2.397922987317216
2015-09,2015-10,1,10,10,0.020650944623320927,0.026766399287779574,2.006573297440349,2.462106751457094
2015-10,2015-11,1,10,10,0.027006465383588155,0.021425341351845484,2.0607637497373044,2.5148582290517454
2015-11,2015-12,1,10,10,0.00667090044451283,0.0248657171051027,2.074510899551463,2.577391982334786
2015-12,2016-01,1,10,10,-0.002781466037485525,-0.02500547323065505,2.068740717939967,2.5129430761156084
2016-01,2016-02,1,10,10,0.01381524064353469,0.024646602621696736,2.0973208687873868,2.574878585523574
2016-02,2016-03,1,10,10,0.003646699012188004,-0.01530344465950867,2.1049691667278347,2.53547407358506
2016-03,2016-04,1,10,10,0.018353221280202663,0.016915026181398594,2.1436021316327944,2.578361683922009
2016-04,2016-05,1,10,10,0.01250179403432814,0.0009311349820414205,2.1704010039740145,2.580762486682264
2016-05,2016-06,1,10,10,1.6350235349821274e-05,-0.05177927978233759,2.170436490541233,2.4471324638325815
2016-06,2016-07,1,10,10,0.03838267602635907,0.06567720797553478,2.253743651193465,2.607853291603397
2016-07,2016-08,1,10,10,0.0027191206695167808,-0.031576139631440604,2.2598718521392174,2.525507351929416
2016-08,2016-09,1,10,10,0.02200180915405698,0.015021417155804875,2.3095931213426097,2.5634440513928003
2016-09,2016-10,1,10,10,-0.015860125980330778,-0.004268633823226946,2.2729626834748107,2.552501647411075
2016-10,2016-11,1,10,10,0.002428472267349692,-0.02143304556995712,2.27848251031635,2.4977937632847227
2016-11,2016-12,1,10,10,-0.011339679300816044,-0.027251114650656313,2.2526452493568443,2.4297260990677563
2016-12,2017-01,1,10,10,0.0077927846217459434,-0.024441512440359938,2.2701996286142814,2.3703399183907243
2017-01,2017-02,1,10,10,-0.009019510879419691,-0.007454225979921986,2.2497235383655405,2.35267086898981
2017-02,2017-03,1,10,10,0.01900218326608251,0.021745621422828657,2.292473197339582,2.4038311590393797
2017-03,2017-04,1,10,10,0.030689854005673277,0.042703552262808406,2.362828865077853,2.506483288570385
2017-04,2017-05,1,10,10,0.054861188893073114,0.04083967797644433,2.492456465766894,2.608847258928939
2017-05,2017-06,1,10,10,0.028812773075601934,0.03254655711980231,2.564271048315853,2.6937562552585095
2017-06,2017-07,1,10,10,0.02623838239110722,0.016578902375574935,2.6315533726360094,2.7384157772380346
2017-07,2017-08,1,10,10,-0.0003694738029193477,-0.0012394351065296884,2.6305810826038365,2.735021688587451
2017-08,2017-09,1,10,10,0.03466480628180106,0.05488405726904386,2.7217696662408692,2.885130775575962
2017-09,2017-10,1,10,10,0.04391156972896717,0.0767407463007065,2.8412868447261928,3.1065378644687978
2017-10,2017-11,1,10,10,0.029345425543451424,0.07394748433108693,2.9246656162756928,3.3362585245255327
2017-11,2017-12,1,10,10,-0.0028409482742102025,-0.01704183541602744,2.9163567925404923,3.27940255584525
2017-12,2018-01,1,10,10,0.02688519524106097,0.0696445593679959,2.994763614300538,3.507795101837372
2018-01,2018-02,1,10,10,0.008419285847935436,-0.0207793010256453,3.0199773852163303,3.434905571480009
2018-02,2018-03,1,10,10,-0.010226045033648878,0.010206589062633964,2.9890949604745067,3.4699642411170575
2018-03,2018-04,1,10,10,0.04650850887566922,0.040057646057234636,3.128113309973953,3.608962840518985
2018-04,2018-05,1,10,10,0.038854908122105666,0.10298040648318707,3.249655865228527,3.980615300818348
2018-05,2018-06,1,10,10,0.002849335814859022,0.020368950019972618,3.258915226071289,4.061696254929455
2018-06,2018-07,1,10,10,0.022687892621401202,0.019091033778895677,3.3328531447826433,4.139238235331927
2018-07,2018-08,1,10,10,0.03587214406541442,0.04167029248083744,3.4524097329411556,4.311721503246074
2018-08,2018-09,1,10,10,0.004946483621086985,0.05646611897479211,3.4694870211384305,4.555187682634536
2018-09,2018-10,1,10,10,0.016951731420491375,0.01338958950178705,3.52830083328765,4.616179775808608
2018-10,2018-11,1,10,10,0.042728306776420685,0.014406366353956186,3.6790591536918655,4.68268215281463
2018-11,2018-12,1,10,10,0.0058125167371461395,0.00791623334229237,3.70044374659965,4.719751357404099
2018-12,2019-01,1,10,10,0.07521443793439347,0.08960582981790292,3.9787705431079843,5.142668594318467
2019-01,2019-02,1,10,10,-0.09236115239526535,-0.22735810394097417,3.6112867106301954,3.9734412135174253
2019-02,2019-03,1,10,10,0.011195355673438934,0.011727155934074099,3.651716349794464,4.020038378223221
2019-03,2019-04,1,10,10,0.04039486447124189,0.06774699992738331,3.79922693683183,4.292383917940787
2019-04,2019-05,1,10,10,0.03482776179790723,,3.9315455076040013,4.292383917940787
2019-05,2019-06,1,10,10,0.0242281943484167,,4.026799756251875,4.292383917940787
2019-06,2019-07,1,10,10,0.03600321455835786,0.054368713462645456,4.171777491859753,4.5257553092469776
2019-07,2019-08,1,10,10,0.02357265507444431,0.027659109412778028,4.270117363722695,4.650933670520901
2019-08,2019-09,1,10,10,0.019516994886737436,-0.02286732770749332,4.35345722247624,4.544579246131285
2019-09,2019-10,1,10,10,0.020315361758229417,0.029756191491975365,4.441899280849821,4.679808616429624
2019-10,2019-11,1,10,10,0.015996182999510597,0.013782328156142868,4.512952714611689,4.744307274489202
2019-11,2019-12,1,10,10,-0.00754847568362528,-0.013719394942862853,4.4788868007840925,4.679218249260187
2019-12,2020-01,1,10,10,0.012238663536561998,-0.12686915708931212,4.533702389357237,4.08556977413962
2020-01,2020-02,1,10,10,0.0445034251952572,0.0050191588000501434,4.735467674499556,4.106075897624712
2020-02,2020-03,1,10,10,0.0651363946291304,0.11084967008316779,5.043918965699249,4.561233056212859
2020-03,2020-04,1,10,10,0.08642481831406136,0.08704903925991922,5.479838745900656,4.958284011596773
2020-04,2020-05,1,10,10,0.04789614119433839,0.0312641090502597,5.74230187619652,5.113300343637493
2020-05,2020-06,1,10,10,0.040262424109246596,,5.973500869699267,5.113300343637493
2020-06,2020-07,1,10,10,0.03707444464418452,-0.03860050314654165,6.194965097024921,4.915924377633702
2020-07,2020-08,1,10,10,0.018784209385939145,-0.01003362520622184,6.311332618546023,4.8665998348863955
2020-08,2020-09,1,10,10,0.00027440159569770695,0.015885150481744263,6.31306445828753,4.943906505597998
2020-09,2020-10,1,10,10,-0.02656267106987329,0.017687768565988738,6.145372603639131,5.0313531796809015
2020-10,2020-11,1,10,10,0.01826530382838588,0.00798849815538337,6.257619701383239,5.071546135275864
2020-11,2020-12,1,10,10,0.02332581796809933,,6.403583799451296,5.071546135275864
2020-12,2021-01,1,10,10,0.08801363843997556,0.10406285598731296,6.967186508696288,5.5993057103840895
2021-01,2021-02,1,10,10,-0.002053735776912601,0.02724344442983101,6.952877748498955,5.751850084350575
2021-02,2021-03,1,10,10,-0.010944516877978351,-0.01888880316794489,6.876781860629988,5.6432045202557495
2021-03,2021-04,1,10,10,0.057721127104278375,0.02342078459156537,7.273717460475807,5.775372797730807
2021-04,2021-05,1,10,10,-0.039049469956829445,-0.06907532428968734,6.989682649028492,5.376437048833712
2021-05,2021-06,1,10,10,0.04593936487576497,0.03654543582187992,7.310784230608014,5.572921283952242
2021-06,2021-07,1,10,10,0.013483986223942,-0.021686065906796725,7.409362744459745,5.452066545695064
2021-07,2021-08,1,10,10,0.0813146231150517,,8.011852283548194,5.452066545695064
2021-08,2021-09,1,10,10,0.00556342720642726,-0.0720396823853574,8.056425640516363,5.059301403399359
2021-09,2021-10,1,10,10,-0.006991181572186837,-0.02701061743323629,8.000101706040692,4.922646548712703
2021-10,2021-11,1,10,10,0.06820953895117186,0.054553027278415905,8.545784954972211,5.191191820166627
2021-11,2021-12,1,10,10,0.022312479908378695,-0.033899818354778566,8.736462610081354,5.015211360418166
2021-12,2022-01,1,10,10,0.019918831676672605,0.024992749779230605,8.910482738261107,5.140555283039053
2022-01,2022-02,1,10,10,0.004932334854991713,-0.015696777816697344,8.954432222845835,5.059865128906739
2022-02,2022-03,1,10,10,-0.054932784822882615,-0.08225001428767359,8.462540324337157,4.643691149760458
2022-03,2022-04,1,10,10,0.03366033027125903,-0.012353071273322802,8.747392226588193,4.586327302016168
2022-04,2022-05,1,10,10,0.025390164142668092,0.03948504622682436,8.969489951041567,4.767418647547624
2022-05,2022-06,1,10,10,0.04549598594875356,-0.055090079720333696,9.377565739821641,4.50478117419402
2022-06,2022-07,1,10,10,0.018961293751038374,-0.007537084749311619,9.555376518484072,4.470828256707016
2022-07,2022-08,1,10,10,0.027292289217910035,0.03531738584905354,9.816164618012564,4.628726223313989
2022-08,2022-09,1,10,10,0.019711246787771655,0.02462854262908805,10.009653461307602,4.742725004423255
2022-09,2022-10,1,10,10,0.0351863712095059,0.04176068030159194,10.361856843675687,4.940784427091341
2022-10,2022-11,1,10,10,-0.030837751278385145,-0.06625585395807118,10.042320479548183,4.613428535651664
2022-11,2022-12,1,10,10,-0.013907369210026,-0.004903286659631342,9.9026582209137,4.590807573057641
2022-12,2023-01,1,10,10,0.023818345188682623,-0.011897014464435376,10.13852315270497,4.536190668957535
2023-01,2023-02,1,10,10,0.019209746057174043,-0.03282862835405639,10.333281607863212,4.38727375134319
2023-02,2023-03,1,10,10,0.010158155227323079,0.030208162122697377,10.43824868644353,4.519805228100419
2023-03,2023-04,1,10,10,0.006615724205493487,-0.010238922743658261,10.507305260941393,4.473527291553516
2023-04,2023-05,1,10,10,0.0031133067980383816,,10.540017725839348,4.473527291553516
2023-05,2023-06,1,10,10,0.007346966184767743,0.04715405943566932,10.617454879657943,4.68447226334652
2023-06,2023-07,1,10,10,0.03236298885212334,0.05550046117856342,10.961067453566235,4.944462634340441
2023-07,2023-08,1,10,10,-0.0016449446745347915,0.0026521382507054825,10.943037104031275,4.95757603282216
2023-08,2023-09,1,10,10,0.045420128561538466,-0.009965668459037305,11.44007125615006,4.9081704737185845
2023-09,2023-10,1,10,10,0.005332532412030617,-0.03461813630474173,11.50107580691942,4.738258759252486
2023-10,2023-11,1,10,10,0.007768135101175036,0.02232347094872303,11.590417717596427,4.844033141012191
2023-11,2023-12,1,10,10,0.0006015329093891179,-0.004862266836652612,11.597389735287129,4.820480159315001
2023-12,2024-01,1,10,10,0.003764706431144238,0.04965342360144098,11.64105050300805,5.059833502627811
2024-01,2024-02,1,10,10,-0.06428267516370946,-0.05829673719517225,10.892732634958847,4.76486171867379
2024-02,2024-03,1,10,10,0.01585901924748903,0.011450445469516003,11.065480691474411,4.819421507953248
2024-03,2024-04,1,10,10,0.0612416723734672,0.060952634084139035,11.743149234636615,5.113177943624752
2024-04,2024-05,1,10,10,0.04209702214965438,0.030631013639016755,12.23750084807381,5.269799766954641
2024-05,2024-06,1,10,10,0.004989973219772945,0.0010903468206797141,12.298565649582645,5.275545676376159
2024-06,2024-07,1,10,10,0.012129086364137214,-0.024637144553381278,12.447736014501444,5.145571294949313
2024-07,2024-08,1,10,10,0.02859377502238732,0.035299242134455074,12.803663777638166,5.3272060620098305
2024-08,2024-09,1,10,10,-0.04018039999096587,-0.039283732472217475,12.289207445702823,5.117933524245461
2024-09,2024-10,1,10,10,-0.06166269400417314,0.0011889892630635064,11.531421807424644,5.124018692254861
2024-10,2024-11,1,10,10,0.009317923531723317,-0.014171285284661089,11.638870714038275,5.051404761562981
2024-11,2024-12,1,10,10,0.02567634553370239,0.04858952391684979,11.937714380114011,5.2968501140386355
2024-12,2025-01,1,10,10,0.01688649995551785,0.001697420683226522,12.13930059346279,5.305841096978155
2025-01,2025-02,1,10,10,-0.015716967850996424,-0.006381196370228492,11.948507596301754,5.271983483029109
2025-02,2025-03,1,10,10,0.0188590847794826,-0.013310439286750075,12.173845514048699,5.201811066957501
2025-03,2025-04,1,10,10,0.02568893665737975,0.021493314871161826,12.486578660335823,5.313615230119913
2025-04,2025-05,1,10,10,-0.01903150408214009,,12.24894028758968,5.313615230119913
2025-05,2025-06,1,10,10,0.025382521532510798,,12.559849278189862,5.313615230119913
2025-06,2025-07,1,10,10,0.04156900977322686,0.07786146404543416,13.081949775585192,5.727341091311167
2025-07,2025-08,1,10,10,-0.012220715816460892,0.05949493958933787,12.92207898505255,6.068088903546257
2025-08,2025-09,1,10,10,0.06639202106030595,0.018117160586059194,13.780001925171096,6.178025444662289
2025-09,2025-10,1,10,10,-0.014481175711049978,-0.040139199613042964,13.580451295994086,5.930044448124531
2025-10,2025-11,1,10,10,0.022238539515348245,0.030249459702641767,13.882460698776312,6.109425088692948
2025-11,2025-12,1,10,10,0.011325571574053214,0.011793508736907071,14.039687501044284,6.181476646853927
2025-12,2026-01,1,10,10,0.06882970164174418,0.1175316935246775,15.006035002884488,6.907996065641914
2026-01,2026-02,1,10,10,-0.0066093885781058,-0.01594668900602731,14.906854286533768,6.7978364007282615
2026-02,2026-03,1,10,10,0.03297713571928172,0.023790803713254913,15.398439643488347,6.959562392212806
2026-03,2026-04,1,10,10,0.016296423434459667,-0.06378853637159955,15.649379136148601,6.515622093426724
2026-04,2026-05,1,10,10,0.09498777369090872,0.17039584039958974,17.135878819936316,7.625856995762304
2026-05,2026-06,1,10,10,0.08641026212852179,0.14540987334047367,18.6165946005696,8.734731895628666
2026-06,2026-07,1,10,10,-0.0037396191872209883,-0.058364441242954423,18.546975626200595,8.224934149133286
