window,test_start,test_end,gru_minus_lightgbm,gru_gate_pass,index_log_return,mean_20d_volatility,regime_calendar_overlap_share,passed_window_mean_gru_increment,passed_window_mean_index_return,passed_window_mean_volatility
2,2022-10-05,2023-04-04,0.0030412282498876,False,0.075458206594485,0.0107414431098288,0.0,0.008039033969743268,0.0010584444635430151,0.010051407954604451
8,2025-10-05,2026-04-04,0.0014641636540752,False,-0.0440317754357871,0.009305396083661,0.0,0.008039033969743268,0.0010584444635430151,0.010051407954604451
