model,formation_month,holding_month,decile,n,mean_return
cto_sort,2013-01,2013-02,1,219,0.04399607714766828
cto_sort,2013-01,2013-02,2,220,0.03463713107591727
cto_sort,2013-01,2013-02,3,220,0.037965194159172586
cto_sort,2013-01,2013-02,4,219,0.040602882547216404
cto_sort,2013-01,2013-02,5,220,0.03549337242433092
cto_sort,2013-01,2013-02,6,220,0.03124525324522695
cto_sort,2013-01,2013-02,7,219,0.024924832999703505
cto_sort,2013-01,2013-02,8,220,0.03649674490825243
cto_sort,2013-01,2013-02,9,220,0.033299334142521016
cto_sort,2013-01,2013-02,10,220,0.04957031201739642
cto_sort,2013-02,2013-03,1,221,-0.048972686814080776
cto_sort,2013-02,2013-03,2,221,-0.032874578888709434
cto_sort,2013-02,2013-03,3,222,-0.023944281821247464
cto_sort,2013-02,2013-03,4,221,-0.034284910594164344
cto_sort,2013-02,2013-03,5,222,-0.0426677498076976
cto_sort,2013-02,2013-03,6,221,-0.03695873495992005
cto_sort,2013-02,2013-03,7,221,-0.03813830819284917
cto_sort,2013-02,2013-03,8,222,-0.049055681109686465
cto_sort,2013-02,2013-03,9,221,-0.032366120465346204
cto_sort,2013-02,2013-03,10,222,-0.03085825704099918
cto_sort,2013-03,2013-04,1,224,-0.04176895195811224
cto_sort,2013-03,2013-04,2,224,-0.023755380731794753
cto_sort,2013-03,2013-04,3,224,-0.03651542063724955
cto_sort,2013-03,2013-04,4,224,-0.026510676134923316
cto_sort,2013-03,2013-04,5,225,-0.018854823375733822
cto_sort,2013-03,2013-04,6,224,-0.03615917015916327
cto_sort,2013-03,2013-04,7,224,-0.030714907900959133
cto_sort,2013-03,2013-04,8,224,-0.02579452814862205
cto_sort,2013-03,2013-04,9,224,-0.021528972936616726
cto_sort,2013-03,2013-04,10,225,-0.031502461394000654
cto_sort,2013-04,2013-05,1,226,0.13409625857476015
cto_sort,2013-04,2013-05,2,226,0.16594960217644703
cto_sort,2013-04,2013-05,3,226,0.16118693320046779
cto_sort,2013-04,2013-05,4,227,0.1572536324342276
cto_sort,2013-04,2013-05,5,226,0.1391686432899664
cto_sort,2013-04,2013-05,6,226,0.13014737704711193
cto_sort,2013-04,2013-05,7,227,0.1392961743262303
cto_sort,2013-04,2013-05,8,226,0.1261162788236038
cto_sort,2013-04,2013-05,9,226,0.13923014772236514
cto_sort,2013-04,2013-05,10,227,0.14394284900972817
cto_sort,2013-05,2013-06,1,230,-0.12573066599677118
cto_sort,2013-05,2013-06,2,230,-0.14167564067061333
cto_sort,2013-05,2013-06,3,230,-0.16077469263225072
cto_sort,2013-05,2013-06,4,230,-0.1571560688095926
cto_sort,2013-05,2013-06,5,231,-0.16275330211948721
cto_sort,2013-05,2013-06,6,230,-0.15001357309949068
cto_sort,2013-05,2013-06,7,230,-0.17468406205710438
cto_sort,2013-05,2013-06,8,230,-0.15489825133980206
cto_sort,2013-05,2013-06,9,230,-0.16557285207922284
cto_sort,2013-05,2013-06,10,231,-0.1571056080517056
cto_sort,2013-06,2013-07,1,230,0.11354780406062341
cto_sort,2013-06,2013-07,2,230,0.08496622698786133
cto_sort,2013-06,2013-07,3,231,0.09292006537517422
cto_sort,2013-06,2013-07,4,230,0.07625223132667007
cto_sort,2013-06,2013-07,5,231,0.07869744945735517
cto_sort,2013-06,2013-07,6,230,0.06420178678615879
cto_sort,2013-06,2013-07,7,230,0.057286503412897
cto_sort,2013-06,2013-07,8,231,0.05718625935335142
cto_sort,2013-06,2013-07,9,230,0.04995991440407612
cto_sort,2013-06,2013-07,10,231,0.03736854776804167
cto_sort,2013-07,2013-08,1,233,0.06528186044217187
cto_sort,2013-07,2013-08,2,233,0.05654170410211823
cto_sort,2013-07,2013-08,3,233,0.07812285949176125
cto_sort,2013-07,2013-08,4,233,0.08408958409367508
cto_sort,2013-07,2013-08,5,233,0.0890462565617545
cto_sort,2013-07,2013-08,6,233,0.10090348427074873
cto_sort,2013-07,2013-08,7,233,0.09546046661390281
cto_sort,2013-07,2013-08,8,233,0.09715132082618781
cto_sort,2013-07,2013-08,9,233,0.09224860319649868
cto_sort,2013-07,2013-08,10,233,0.08479120529602185
cto_sort,2013-08,2013-09,1,234,0.07031864034169563
cto_sort,2013-08,2013-09,2,234,0.05392920975860118
cto_sort,2013-08,2013-09,3,234,0.051291955432292494
cto_sort,2013-08,2013-09,4,234,0.049660685724830456
cto_sort,2013-08,2013-09,5,235,0.059997554380199
cto_sort,2013-08,2013-09,6,234,0.06956870066704644
cto_sort,2013-08,2013-09,7,234,0.05086399066333415
cto_sort,2013-08,2013-09,8,234,0.053268670264975095
cto_sort,2013-08,2013-09,9,234,0.04162092997754167
cto_sort,2013-08,2013-09,10,235,0.047886818592769435
cto_sort,2013-09,2013-10,1,234,-0.04912747427456873
cto_sort,2013-09,2013-10,2,235,-0.02978089123105709
cto_sort,2013-09,2013-10,3,234,-0.04468658353899306
cto_sort,2013-09,2013-10,4,235,-0.024349480509060335
cto_sort,2013-09,2013-10,5,234,-0.020864615696105645
cto_sort,2013-09,2013-10,6,235,-0.0226231882796227
cto_sort,2013-09,2013-10,7,234,-0.01509514685424113
cto_sort,2013-09,2013-10,8,235,-0.016847533703002647
cto_sort,2013-09,2013-10,9,234,-0.017761590048653027
cto_sort,2013-09,2013-10,10,235,-0.014707887397586378
cto_sort,2013-10,2013-11,1,235,0.08572662965199439
cto_sort,2013-10,2013-11,2,235,0.07941610881848069
cto_sort,2013-10,2013-11,3,236,0.08664336506666974
cto_sort,2013-10,2013-11,4,235,0.0863438661367905
cto_sort,2013-10,2013-11,5,236,0.09031014784939949
cto_sort,2013-10,2013-11,6,235,0.08038742571502965
cto_sort,2013-10,2013-11,7,235,0.0935939062064129
cto_sort,2013-10,2013-11,8,236,0.09190847486175836
cto_sort,2013-10,2013-11,9,235,0.0854220858872633
cto_sort,2013-10,2013-11,10,236,0.08637233994179366
cto_sort,2013-11,2013-12,1,234,-0.06325873924370187
cto_sort,2013-11,2013-12,2,234,-0.0478778508079625
cto_sort,2013-11,2013-12,3,235,-0.03031651434019525
cto_sort,2013-11,2013-12,4,234,-0.02755952602195138
cto_sort,2013-11,2013-12,5,235,-0.01896216561748339
cto_sort,2013-11,2013-12,6,234,-0.02248443004569306
cto_sort,2013-11,2013-12,7,234,-0.01585539798463092
cto_sort,2013-11,2013-12,8,235,-0.023078606992656094
cto_sort,2013-11,2013-12,9,234,-0.03141031287379729
cto_sort,2013-11,2013-12,10,235,-0.048885566051311745
cto_sort,2013-12,2014-01,1,235,0.07647333385699875
cto_sort,2013-12,2014-01,2,235,0.06796100930098807
cto_sort,2013-12,2014-01,3,235,0.04681408037241037
cto_sort,2013-12,2014-01,4,236,0.016570001033765856
cto_sort,2013-12,2014-01,5,235,0.016843937226283686
cto_sort,2013-12,2014-01,6,235,-0.0006801223575330273
cto_sort,2013-12,2014-01,7,236,-0.0015020179281557495
cto_sort,2013-12,2014-01,8,235,-0.015341537684686829
cto_sort,2013-12,2014-01,9,235,-0.013314202586706172
cto_sort,2013-12,2014-01,10,236,0.006710757455267022
cto_sort,2014-01,2014-02,1,235,0.021509204901681983
cto_sort,2014-01,2014-02,2,235,0.030068511969038727
cto_sort,2014-01,2014-02,3,235,0.04161533729153629
cto_sort,2014-01,2014-02,4,235,0.028415620229620856
cto_sort,2014-01,2014-02,5,235,0.03623981212038119
cto_sort,2014-01,2014-02,6,235,0.035513120048664214
cto_sort,2014-01,2014-02,7,235,0.028606515082120875
cto_sort,2014-01,2014-02,8,235,0.03811700891795066
cto_sort,2014-01,2014-02,9,235,0.035620526243558596
cto_sort,2014-01,2014-02,10,235,0.04631811712842347
cto_sort,2014-02,2014-03,1,232,-0.05633845226656723
cto_sort,2014-02,2014-03,2,232,-0.036244288519854444
cto_sort,2014-02,2014-03,3,233,-0.02313278093806901
cto_sort,2014-02,2014-03,4,232,-0.01879439473783475
cto_sort,2014-02,2014-03,5,233,-0.01311892102823361
cto_sort,2014-02,2014-03,6,232,-0.009814995306280468
cto_sort,2014-02,2014-03,7,232,-0.010038233443229473
cto_sort,2014-02,2014-03,8,233,-0.011161777009102676
cto_sort,2014-02,2014-03,9,232,-0.03138703693125236
cto_sort,2014-02,2014-03,10,233,-0.05174799093990495
cto_sort,2014-03,2014-04,1,234,-0.02115077946496442
cto_sort,2014-03,2014-04,2,235,-0.023304906099228428
cto_sort,2014-03,2014-04,3,235,-0.0163848376361721
cto_sort,2014-03,2014-04,4,234,-0.01093347717350001
cto_sort,2014-03,2014-04,5,235,-0.01968127935882552
cto_sort,2014-03,2014-04,6,235,-0.003332292755123376
cto_sort,2014-03,2014-04,7,234,-0.013011714050505871
cto_sort,2014-03,2014-04,8,235,-0.008358275918759645
cto_sort,2014-03,2014-04,9,235,-0.013426750278207202
cto_sort,2014-03,2014-04,10,235,-0.007342712685240071
cto_sort,2014-04,2014-05,1,232,0.03484046221181618
cto_sort,2014-04,2014-05,2,232,0.0377991957992426
cto_sort,2014-04,2014-05,3,232,0.031203818258625875
cto_sort,2014-04,2014-05,4,232,0.02090119741962082
cto_sort,2014-04,2014-05,5,233,0.02993821707255335
cto_sort,2014-04,2014-05,6,232,0.029732261095742483
cto_sort,2014-04,2014-05,7,232,0.028209116198226414
cto_sort,2014-04,2014-05,8,232,0.020749293690242386
cto_sort,2014-04,2014-05,9,232,0.024323374934591493
cto_sort,2014-04,2014-05,10,233,0.026002749969510134
cto_sort,2014-05,2014-06,1,228,0.04055478796495368
cto_sort,2014-05,2014-06,2,229,0.04956955492172786
cto_sort,2014-05,2014-06,3,228,0.053415902679056625
cto_sort,2014-05,2014-06,4,229,0.0444630528861112
cto_sort,2014-05,2014-06,5,229,0.041234709944294436
cto_sort,2014-05,2014-06,6,228,0.04623557207177197
cto_sort,2014-05,2014-06,7,229,0.044240636170917856
cto_sort,2014-05,2014-06,8,228,0.04094300152911552
cto_sort,2014-05,2014-06,9,229,0.05144119405137261
cto_sort,2014-05,2014-06,10,229,0.05595990509005098
cto_sort,2014-06,2014-07,1,229,0.07257320191991555
cto_sort,2014-06,2014-07,2,230,0.07611848524393018
cto_sort,2014-06,2014-07,3,229,0.08048179565082542
cto_sort,2014-06,2014-07,4,230,0.09055978539383643
cto_sort,2014-06,2014-07,5,230,0.08289661663680782
cto_sort,2014-06,2014-07,6,229,0.08553388626162699
cto_sort,2014-06,2014-07,7,230,0.07804934060402731
cto_sort,2014-06,2014-07,8,229,0.06720205783386668
cto_sort,2014-06,2014-07,9,230,0.07512577151905704
cto_sort,2014-06,2014-07,10,230,0.048959218716818964
cto_sort,2014-07,2014-08,1,229,0.04106576172544396
cto_sort,2014-07,2014-08,2,230,0.058040466649851304
cto_sort,2014-07,2014-08,3,230,0.06901240986285645
cto_sort,2014-07,2014-08,4,230,0.062105222587475625
cto_sort,2014-07,2014-08,5,230,0.05974256044289671
cto_sort,2014-07,2014-08,6,229,0.05744507602281294
cto_sort,2014-07,2014-08,7,230,0.0482195612134896
cto_sort,2014-07,2014-08,8,230,0.04204551831110419
cto_sort,2014-07,2014-08,9,230,0.05605206180540706
cto_sort,2014-07,2014-08,10,230,0.05199784455918048
cto_sort,2014-08,2014-09,1,229,0.1295766425303781
cto_sort,2014-08,2014-09,2,229,0.15062895691428563
cto_sort,2014-08,2014-09,3,229,0.14985294418576053
cto_sort,2014-08,2014-09,4,230,0.14577094720330616
cto_sort,2014-08,2014-09,5,229,0.14396679069334847
cto_sort,2014-08,2014-09,6,229,0.1408173620333181
cto_sort,2014-08,2014-09,7,230,0.12275430077978583
cto_sort,2014-08,2014-09,8,229,0.11504768670918915
cto_sort,2014-08,2014-09,9,229,0.12468155047733522
cto_sort,2014-08,2014-09,10,230,0.12290084042970607
cto_sort,2014-09,2014-10,1,229,0.0026939754029395393
cto_sort,2014-09,2014-10,2,230,0.01112948169890258
cto_sort,2014-09,2014-10,3,230,0.01330150243539437
cto_sort,2014-09,2014-10,4,230,0.012701509495488058
cto_sort,2014-09,2014-10,5,230,0.020417368631174746
cto_sort,2014-09,2014-10,6,230,0.018267703764492292
cto_sort,2014-09,2014-10,7,230,0.020062568125435623
cto_sort,2014-09,2014-10,8,230,0.02258531021633199
cto_sort,2014-09,2014-10,9,230,0.006049859390539605
cto_sort,2014-09,2014-10,10,230,0.0155183952076575
cto_sort,2014-10,2014-11,1,226,0.044868452729687994
cto_sort,2014-10,2014-11,2,227,0.06060477651741792
cto_sort,2014-10,2014-11,3,227,0.05625238193552172
cto_sort,2014-10,2014-11,4,226,0.06594948106274273
cto_sort,2014-10,2014-11,5,227,0.055235821840809544
cto_sort,2014-10,2014-11,6,227,0.07089405861501724
cto_sort,2014-10,2014-11,7,226,0.05358664085104248
cto_sort,2014-10,2014-11,8,227,0.05586862741786262
cto_sort,2014-10,2014-11,9,227,0.05722701378842492
cto_sort,2014-10,2014-11,10,227,0.05890992439929495
cto_sort,2014-11,2014-12,1,226,-0.07325439579242098
cto_sort,2014-11,2014-12,2,227,-0.06262691474600239
cto_sort,2014-11,2014-12,3,227,-0.059330525329822616
cto_sort,2014-11,2014-12,4,226,-0.05699898030944978
cto_sort,2014-11,2014-12,5,227,-0.0534763408484524
cto_sort,2014-11,2014-12,6,227,-0.032887139862902356
cto_sort,2014-11,2014-12,7,226,-0.03472465992908363
cto_sort,2014-11,2014-12,8,227,0.008151297467338139
cto_sort,2014-11,2014-12,9,227,0.0246579027687577
cto_sort,2014-11,2014-12,10,227,0.052194660853805724
cto_sort,2014-12,2015-01,1,228,0.0799075637334277
cto_sort,2014-12,2015-01,2,229,0.07522626824914698
cto_sort,2014-12,2015-01,3,229,0.05887167227098738
cto_sort,2014-12,2015-01,4,228,0.0670893110656419
cto_sort,2014-12,2015-01,5,229,0.07545067204765356
cto_sort,2014-12,2015-01,6,229,0.07630328648979144
cto_sort,2014-12,2015-01,7,228,0.06858397375770786
cto_sort,2014-12,2015-01,8,229,0.08581374694952604
cto_sort,2014-12,2015-01,9,229,0.07104969335924861
cto_sort,2014-12,2015-01,10,229,0.06659174158413662
cto_sort,2015-01,2015-02,1,230,0.07206385189076824
cto_sort,2015-01,2015-02,2,230,0.07546337115117523
cto_sort,2015-01,2015-02,3,230,0.07862707308042399
cto_sort,2015-01,2015-02,4,230,0.06950272189495646
cto_sort,2015-01,2015-02,5,231,0.06949985521137945
cto_sort,2015-01,2015-02,6,230,0.07411044031308704
cto_sort,2015-01,2015-02,7,230,0.07998031885403936
cto_sort,2015-01,2015-02,8,230,0.07874033042225419
cto_sort,2015-01,2015-02,9,230,0.06526540595283921
cto_sort,2015-01,2015-02,10,231,0.08989648061868596
cto_sort,2015-02,2015-03,1,228,0.2332864653982315
cto_sort,2015-02,2015-03,2,228,0.220954750989451
cto_sort,2015-02,2015-03,3,229,0.23795439208364574
cto_sort,2015-02,2015-03,4,228,0.2233242689556624
cto_sort,2015-02,2015-03,5,229,0.22379213729956457
cto_sort,2015-02,2015-03,6,228,0.23610489230287812
cto_sort,2015-02,2015-03,7,228,0.21151332441114964
cto_sort,2015-02,2015-03,8,229,0.23359303731170464
cto_sort,2015-02,2015-03,9,228,0.2060069361570844
cto_sort,2015-02,2015-03,10,229,0.22979827685162751
cto_sort,2015-03,2015-04,1,229,0.17735000373422194
cto_sort,2015-03,2015-04,2,230,0.15634793926588927
cto_sort,2015-03,2015-04,3,230,0.15915634512940705
cto_sort,2015-03,2015-04,4,230,0.1662900475875283
cto_sort,2015-03,2015-04,5,230,0.15967343799945025
cto_sort,2015-03,2015-04,6,230,0.16604333703630392
cto_sort,2015-03,2015-04,7,230,0.16732573499637624
cto_sort,2015-03,2015-04,8,230,0.15627852322957167
cto_sort,2015-03,2015-04,9,230,0.1744041013901353
cto_sort,2015-03,2015-04,10,230,0.15982521520098716
cto_sort,2015-04,2015-05,1,228,0.2644567626146055
cto_sort,2015-04,2015-05,2,229,0.21258552945809303
cto_sort,2015-04,2015-05,3,229,0.2555957447146073
cto_sort,2015-04,2015-05,4,228,0.23818497455306406
cto_sort,2015-04,2015-05,5,229,0.2430010729002713
cto_sort,2015-04,2015-05,6,229,0.2078581876634955
cto_sort,2015-04,2015-05,7,228,0.21352538453016318
cto_sort,2015-04,2015-05,8,229,0.2161471076949871
cto_sort,2015-04,2015-05,9,229,0.20293049497087173
cto_sort,2015-04,2015-05,10,229,0.23789863464252847
cto_sort,2015-05,2015-06,1,223,-0.1627954688561993
cto_sort,2015-05,2015-06,2,224,-0.0991020456418019
cto_sort,2015-05,2015-06,3,223,-0.09446594520649175
cto_sort,2015-05,2015-06,4,224,-0.05951954464391497
cto_sort,2015-05,2015-06,5,223,-0.07458379479805023
cto_sort,2015-05,2015-06,6,224,-0.07163058527714938
cto_sort,2015-05,2015-06,7,223,-0.08232040062047213
cto_sort,2015-05,2015-06,8,224,-0.0977928163367675
cto_sort,2015-05,2015-06,9,223,-0.10272979645303625
cto_sort,2015-05,2015-06,10,224,-0.1549763480153569
cto_sort,2015-06,2015-07,1,221,-0.21201253958426017
cto_sort,2015-06,2015-07,2,222,-0.20841035010506254
cto_sort,2015-06,2015-07,3,222,-0.1955699981289756
cto_sort,2015-06,2015-07,4,222,-0.182804039643711
cto_sort,2015-06,2015-07,5,222,-0.1948336602983102
cto_sort,2015-06,2015-07,6,221,-0.182407556243171
cto_sort,2015-06,2015-07,7,222,-0.17240347388908553
cto_sort,2015-06,2015-07,8,222,-0.16654726287772273
cto_sort,2015-06,2015-07,9,222,-0.13540076423120925
cto_sort,2015-06,2015-07,10,222,-0.14934158081932983
cto_sort,2015-07,2015-08,1,212,-0.13752142395109962
cto_sort,2015-07,2015-08,2,212,-0.10615923682449128
cto_sort,2015-07,2015-08,3,213,-0.1265036017455528
cto_sort,2015-07,2015-08,4,212,-0.12227091044451197
cto_sort,2015-07,2015-08,5,213,-0.12596948290611773
cto_sort,2015-07,2015-08,6,212,-0.12012015347715217
cto_sort,2015-07,2015-08,7,212,-0.13187754381203134
cto_sort,2015-07,2015-08,8,213,-0.1411424017967313
cto_sort,2015-07,2015-08,9,212,-0.1589283435721352
cto_sort,2015-07,2015-08,10,213,-0.16073391496330242
cto_sort,2015-08,2015-09,1,213,-0.010739364485588708
cto_sort,2015-08,2015-09,2,213,-0.03381628352047984
cto_sort,2015-08,2015-09,3,214,-0.026795286198785396
cto_sort,2015-08,2015-09,4,213,-0.03341367972956571
cto_sort,2015-08,2015-09,5,214,-0.020396049825052106
cto_sort,2015-08,2015-09,6,213,-0.03187960048521934
cto_sort,2015-08,2015-09,7,213,-0.024091469733762496
cto_sort,2015-08,2015-09,8,214,-0.02993208216496308
cto_sort,2015-08,2015-09,9,213,-0.030520939917759206
cto_sort,2015-08,2015-09,10,214,-0.04191265941289118
cto_sort,2015-09,2015-10,1,213,0.2514121423804643
cto_sort,2015-09,2015-10,2,213,0.23874755216963417
cto_sort,2015-09,2015-10,3,214,0.21224013846256748
cto_sort,2015-09,2015-10,4,213,0.22553611485520467
cto_sort,2015-09,2015-10,5,214,0.20774698980174275
cto_sort,2015-09,2015-10,6,213,0.22255978518789152
cto_sort,2015-09,2015-10,7,213,0.23404890840705836
cto_sort,2015-09,2015-10,8,214,0.24503076779276914
cto_sort,2015-09,2015-10,9,213,0.2492738620568569
cto_sort,2015-09,2015-10,10,214,0.2465114292228055
cto_sort,2015-10,2015-11,1,219,0.08290732872229022
cto_sort,2015-10,2015-11,2,219,0.12971030251449436
cto_sort,2015-10,2015-11,3,219,0.10238728441184178
cto_sort,2015-10,2015-11,4,219,0.10475140131538424
cto_sort,2015-10,2015-11,5,219,0.10500546482111953
cto_sort,2015-10,2015-11,6,219,0.08144639358323351
cto_sort,2015-10,2015-11,7,219,0.07530499235715327
cto_sort,2015-10,2015-11,8,219,0.1061357156678353
cto_sort,2015-10,2015-11,9,219,0.09179192453772562
cto_sort,2015-10,2015-11,10,219,0.09648094696025647
cto_sort,2015-11,2015-12,1,227,0.05089741085702179
cto_sort,2015-11,2015-12,2,227,0.08759467741655583
cto_sort,2015-11,2015-12,3,227,0.07254311503942028
cto_sort,2015-11,2015-12,4,228,0.07792381001879538
cto_sort,2015-11,2015-12,5,227,0.07679993496899208
cto_sort,2015-11,2015-12,6,227,0.07942730210501624
cto_sort,2015-11,2015-12,7,228,0.07147807514890345
cto_sort,2015-11,2015-12,8,227,0.06668552665745267
cto_sort,2015-11,2015-12,9,227,0.053374058422425735
cto_sort,2015-11,2015-12,10,228,0.0460050859408754
cto_sort,2015-12,2016-01,1,236,-0.29419915214561443
cto_sort,2015-12,2016-01,2,236,-0.3048238858983893
cto_sort,2015-12,2016-01,3,237,-0.2972593459970581
cto_sort,2015-12,2016-01,4,236,-0.2924722598289693
cto_sort,2015-12,2016-01,5,237,-0.2899893842642322
cto_sort,2015-12,2016-01,6,236,-0.29544048832215636
cto_sort,2015-12,2016-01,7,236,-0.30162193141296256
cto_sort,2015-12,2016-01,8,237,-0.2853581938704016
cto_sort,2015-12,2016-01,9,236,-0.29676480380300624
cto_sort,2015-12,2016-01,10,237,-0.297262864448582
cto_sort,2016-01,2016-02,1,239,-0.02062187220491525
cto_sort,2016-01,2016-02,2,239,-0.03352131556449266
cto_sort,2016-01,2016-02,3,239,-0.02166459117876878
cto_sort,2016-01,2016-02,4,239,-0.016668451179281195
cto_sort,2016-01,2016-02,5,240,-0.018903739991816937
cto_sort,2016-01,2016-02,6,239,-0.00985873083908904
cto_sort,2016-01,2016-02,7,239,-0.01375961201782938
cto_sort,2016-01,2016-02,8,239,-0.010640690698418841
cto_sort,2016-01,2016-02,9,239,-0.018650219338836805
cto_sort,2016-01,2016-02,10,240,-0.009950834079370625
cto_sort,2016-02,2016-03,1,239,0.18551803702776065
cto_sort,2016-02,2016-03,2,240,0.2280532278012327
cto_sort,2016-02,2016-03,3,240,0.2012003447858047
cto_sort,2016-02,2016-03,4,240,0.20662227503162178
cto_sort,2016-02,2016-03,5,240,0.20791931761119856
cto_sort,2016-02,2016-03,6,240,0.1885737915622179
cto_sort,2016-02,2016-03,7,240,0.18832734280449812
cto_sort,2016-02,2016-03,8,240,0.18419132548090716
cto_sort,2016-02,2016-03,9,240,0.17403371770662934
cto_sort,2016-02,2016-03,10,240,0.18357881080440627
cto_sort,2016-03,2016-04,1,244,-0.022052247929357394
cto_sort,2016-03,2016-04,2,245,-0.015075293837944129
cto_sort,2016-03,2016-04,3,244,-0.008548210116283417
cto_sort,2016-03,2016-04,4,245,-0.012462294611146148
cto_sort,2016-03,2016-04,5,245,-0.0002617951990394956
cto_sort,2016-03,2016-04,6,244,-0.004658596206365187
cto_sort,2016-03,2016-04,7,245,0.009453898642292088
cto_sort,2016-03,2016-04,8,244,-0.0034234063333593366
cto_sort,2016-03,2016-04,9,245,-0.0031131456742201674
cto_sort,2016-03,2016-04,10,245,-0.006224891440681668
cto_sort,2016-04,2016-05,1,245,-0.019043790681326292
cto_sort,2016-04,2016-05,2,246,-0.02251146060266382
cto_sort,2016-04,2016-05,3,245,-0.020425681267357543
cto_sort,2016-04,2016-05,4,246,-0.02774242299400697
cto_sort,2016-04,2016-05,5,246,-0.013146400194724246
cto_sort,2016-04,2016-05,6,245,-0.009176619403446579
cto_sort,2016-04,2016-05,7,246,-0.016314536228737415
cto_sort,2016-04,2016-05,8,245,-0.008238364034736339
cto_sort,2016-04,2016-05,9,246,-0.010609710508464671
cto_sort,2016-04,2016-05,10,246,-0.007089645084928479
cto_sort,2016-05,2016-06,1,246,0.07291806944942213
cto_sort,2016-05,2016-06,2,247,0.06382258903525376
cto_sort,2016-05,2016-06,3,247,0.06371212508499893
cto_sort,2016-05,2016-06,4,247,0.057478514904099644
cto_sort,2016-05,2016-06,5,247,0.057009051792656563
cto_sort,2016-05,2016-06,6,246,0.05164077894520461
cto_sort,2016-05,2016-06,7,247,0.049012226112500494
cto_sort,2016-05,2016-06,8,247,0.05127259853400714
cto_sort,2016-05,2016-06,9,247,0.046737000589979594
cto_sort,2016-05,2016-06,10,247,0.0629046356428892
cto_sort,2016-06,2016-07,1,250,-0.05490841015002702
cto_sort,2016-06,2016-07,2,250,-0.03005356036614277
cto_sort,2016-06,2016-07,3,250,-0.019987246747746597
cto_sort,2016-06,2016-07,4,251,-0.004770076703747167
cto_sort,2016-06,2016-07,5,250,0.0017648113068354037
cto_sort,2016-06,2016-07,6,250,0.01418144871100916
cto_sort,2016-06,2016-07,7,251,0.021465407719287403
cto_sort,2016-06,2016-07,8,250,0.024615468093273665
cto_sort,2016-06,2016-07,9,250,0.01865742983647732
cto_sort,2016-06,2016-07,10,251,-0.024454447737800106
cto_sort,2016-07,2016-08,1,254,0.05201915520942388
cto_sort,2016-07,2016-08,2,254,0.05268627001974137
cto_sort,2016-07,2016-08,3,254,0.04136355506764415
cto_sort,2016-07,2016-08,4,255,0.049998462906173095
cto_sort,2016-07,2016-08,5,254,0.05135802343954558
cto_sort,2016-07,2016-08,6,254,0.04343760969438504
cto_sort,2016-07,2016-08,7,255,0.0523373614968138
cto_sort,2016-07,2016-08,8,254,0.046134670275601995
cto_sort,2016-07,2016-08,9,254,0.04521536075612314
cto_sort,2016-07,2016-08,10,255,0.05191681163446583
cto_sort,2016-08,2016-09,1,256,-0.01894098059287579
cto_sort,2016-08,2016-09,2,256,-0.009216781427588795
cto_sort,2016-08,2016-09,3,256,-0.009994656096959827
cto_sort,2016-08,2016-09,4,257,-0.010470281942434845
cto_sort,2016-08,2016-09,5,256,-0.010788672451814587
cto_sort,2016-08,2016-09,6,256,-0.003218237558318404
cto_sort,2016-08,2016-09,7,257,-0.004533963718750725
cto_sort,2016-08,2016-09,8,256,-0.011865868080182772
cto_sort,2016-08,2016-09,9,256,-0.004354643997200247
cto_sort,2016-08,2016-09,10,257,0.0018030226809984706
cto_sort,2016-09,2016-10,1,257,0.04767059852515453
cto_sort,2016-09,2016-10,2,257,0.03219401554592498
cto_sort,2016-09,2016-10,3,257,0.034148138167572964
cto_sort,2016-09,2016-10,4,258,0.03457869959743647
cto_sort,2016-09,2016-10,5,257,0.03869467364602318
cto_sort,2016-09,2016-10,6,257,0.037139195805950355
cto_sort,2016-09,2016-10,7,258,0.03177467282942337
cto_sort,2016-09,2016-10,8,257,0.03586439311201359
cto_sort,2016-09,2016-10,9,257,0.028699280658761817
cto_sort,2016-09,2016-10,10,258,0.027049912651755284
cto_sort,2016-10,2016-11,1,256,0.021420157692393776
cto_sort,2016-10,2016-11,2,257,0.029505147255750125
cto_sort,2016-10,2016-11,3,256,0.039689286605529714
cto_sort,2016-10,2016-11,4,257,0.037086876940920034
cto_sort,2016-10,2016-11,5,257,0.031784132723163515
cto_sort,2016-10,2016-11,6,256,0.03345984131089419
cto_sort,2016-10,2016-11,7,257,0.02059403567658579
cto_sort,2016-10,2016-11,8,256,0.02364024294333518
cto_sort,2016-10,2016-11,9,257,0.01986083914454253
cto_sort,2016-10,2016-11,10,257,0.02410059516368531
cto_sort,2016-11,2016-12,1,260,-0.0368773677453801
cto_sort,2016-11,2016-12,2,260,-0.033291804285679995
cto_sort,2016-11,2016-12,3,260,-0.048776685309417325
cto_sort,2016-11,2016-12,4,260,-0.04424884657162081
cto_sort,2016-11,2016-12,5,260,-0.04845349156277864
cto_sort,2016-11,2016-12,6,260,-0.048739476084591477
cto_sort,2016-11,2016-12,7,260,-0.055926731339106084
cto_sort,2016-11,2016-12,8,260,-0.04872071053138461
cto_sort,2016-11,2016-12,9,260,-0.05069448570077668
cto_sort,2016-11,2016-12,10,260,-0.04846885078264253
cto_sort,2016-12,2017-01,1,261,-0.03569963206987658
cto_sort,2016-12,2017-01,2,262,-0.0266009828229439
cto_sort,2016-12,2017-01,3,262,-0.024632765446416075
cto_sort,2016-12,2017-01,4,262,-0.012114896078388395
cto_sort,2016-12,2017-01,5,262,-0.02188904400651392
