model,formation_month,decile,stocks,overlap,one_way_turnover
cto_sort,2021-09,1,383,101,0.7362924281984334
cto_sort,2021-10,1,385,97,0.7480519480519481
cto_sort,2021-11,1,388,98,0.7474226804123711
cto_sort,2021-12,1,393,88,0.7760814249363868
cto_sort,2022-01,1,396,110,0.7222222222222222
cto_sort,2022-02,1,399,104,0.7393483709273183
cto_sort,2022-03,1,403,126,0.6873449131513647
cto_sort,2022-04,1,409,118,0.7114914425427873
cto_sort,2022-05,1,412,127,0.691747572815534
cto_sort,2022-06,1,417,99,0.762589928057554
cto_sort,2022-07,1,421,102,0.7577197149643705
cto_sort,2022-08,1,426,117,0.7253521126760563
cto_sort,2022-09,1,430,69,0.8395348837209302
cto_sort,2022-10,1,434,80,0.815668202764977
cto_sort,2022-11,1,438,124,0.7168949771689498
cto_sort,2022-12,1,442,126,0.7149321266968326
cto_sort,2023-01,1,445,133,0.701123595505618
cto_sort,2023-02,1,446,102,0.7713004484304933
cto_sort,2023-03,1,450,111,0.7533333333333333
cto_sort,2023-04,1,454,123,0.7290748898678414
cto_sort,2023-05,1,451,120,0.7339246119733924
cto_sort,2023-06,1,455,138,0.6967032967032967
cto_sort,2023-07,1,457,129,0.7177242888402626
cto_sort,2023-08,1,461,132,0.7136659436008677
cto_sort,2023-09,1,465,142,0.6946236559139785
cto_sort,2023-10,1,468,164,0.6495726495726496
cto_sort,2023-11,1,471,156,0.6687898089171975
cto_sort,2023-12,1,474,133,0.7194092827004219
cto_sort,2024-01,1,474,119,0.748945147679325
cto_sort,2024-02,1,476,98,0.7941176470588236
cto_sort,2024-03,1,478,111,0.7677824267782427
cto_sort,2024-04,1,481,96,0.8004158004158004
cto_sort,2024-05,1,477,118,0.7526205450733753
cto_sort,2024-06,1,481,114,0.762993762993763
cto_sort,2024-07,1,485,130,0.731958762886598
cto_sort,2024-08,1,487,136,0.7207392197125257
cto_sort,2024-09,1,489,140,0.7137014314928425
cto_sort,2024-10,1,489,120,0.754601226993865
cto_sort,2024-11,1,490,151,0.6918367346938776
cto_sort,2024-12,1,491,170,0.6537678207739308
cto_sort,2025-01,1,492,149,0.6971544715447154
cto_sort,2025-02,1,492,153,0.6890243902439024
cto_sort,2025-03,1,493,129,0.7383367139959431
cto_sort,2025-04,1,493,112,0.7728194726166329
cto_sort,2025-05,1,486,110,0.7736625514403292
cto_sort,2025-06,1,488,148,0.6967213114754098
cto_sort,2025-07,1,489,152,0.689161554192229
cto_sort,2025-08,1,489,157,0.6789366053169734
cto_sort,2025-09,1,490,123,0.7489795918367347
cto_sort,2025-10,1,490,111,0.773469387755102
cto_sort,2025-11,1,490,126,0.7428571428571429
cto_sort,2025-12,1,492,142,0.7113821138211383
cto_sort,2026-01,1,492,151,0.693089430894309
cto_sort,2026-02,1,492,112,0.7723577235772358
cto_sort,2026-03,1,493,120,0.7565922920892495
cto_sort,2026-04,1,495,92,0.8141414141414142
cto_sort,2026-05,1,487,97,0.8008213552361396
cto_sort,2026-06,1,491,124,0.7474541751527495
cto_sort,2013-02,10,222,39,0.8243243243243243
cto_sort,2013-03,10,225,37,0.8355555555555556
cto_sort,2013-04,10,227,27,0.8810572687224669
cto_sort,2013-05,10,231,33,0.8571428571428572
cto_sort,2013-06,10,231,22,0.9047619047619048
cto_sort,2013-07,10,233,31,0.8669527896995708
cto_sort,2013-08,10,235,40,0.8297872340425532
cto_sort,2013-09,10,235,51,0.7829787234042553
cto_sort,2013-10,10,236,36,0.847457627118644
cto_sort,2013-11,10,235,29,0.8765957446808511
cto_sort,2013-12,10,236,28,0.8813559322033898
cto_sort,2014-01,10,235,23,0.902127659574468
cto_sort,2014-02,10,233,37,0.8412017167381974
cto_sort,2014-03,10,235,28,0.8808510638297873
cto_sort,2014-04,10,233,44,0.8111587982832618
cto_sort,2014-05,10,229,39,0.8296943231441047
cto_sort,2014-06,10,230,30,0.8695652173913043
cto_sort,2014-07,10,230,36,0.8434782608695652
cto_sort,2014-08,10,230,34,0.8521739130434782
cto_sort,2014-09,10,230,31,0.8652173913043478
cto_sort,2014-10,10,227,30,0.8678414096916299
cto_sort,2014-11,10,227,28,0.8766519823788547
cto_sort,2014-12,10,229,38,0.8340611353711791
cto_sort,2015-01,10,231,29,0.8744588744588745
cto_sort,2015-02,10,229,16,0.9301310043668123
cto_sort,2015-03,10,230,28,0.8782608695652174
cto_sort,2015-04,10,229,29,0.8733624454148472
cto_sort,2015-05,10,224,35,0.84375
cto_sort,2015-06,10,222,24,0.8918918918918919
cto_sort,2015-07,10,213,23,0.892018779342723
cto_sort,2015-08,10,214,24,0.8878504672897196
cto_sort,2015-09,10,214,24,0.8878504672897196
cto_sort,2015-10,10,219,30,0.863013698630137
cto_sort,2015-11,10,228,29,0.8728070175438596
cto_sort,2015-12,10,237,30,0.8734177215189873
cto_sort,2016-01,10,240,21,0.9125
cto_sort,2016-02,10,240,26,0.8916666666666666
cto_sort,2016-03,10,245,27,0.889795918367347
cto_sort,2016-04,10,246,35,0.8577235772357723
cto_sort,2016-05,10,247,33,0.8663967611336032
cto_sort,2016-06,10,251,45,0.8207171314741035
cto_sort,2016-07,10,255,27,0.8941176470588236
cto_sort,2016-08,10,257,44,0.8287937743190661
cto_sort,2016-09,10,258,45,0.8255813953488372
cto_sort,2016-10,10,257,41,0.8404669260700389
cto_sort,2016-11,10,260,24,0.9076923076923077
cto_sort,2016-12,10,262,45,0.8282442748091603
cto_sort,2017-01,10,262,51,0.8053435114503817
cto_sort,2017-02,10,261,47,0.8199233716475096
cto_sort,2017-03,10,264,46,0.8257575757575757
cto_sort,2017-04,10,264,36,0.8636363636363636
cto_sort,2017-05,10,262,45,0.8282442748091603
cto_sort,2017-06,10,263,51,0.8060836501901141
cto_sort,2017-07,10,265,50,0.8113207547169812
cto_sort,2017-08,10,268,47,0.8246268656716418
cto_sort,2017-09,10,273,39,0.8571428571428572
cto_sort,2017-10,10,275,37,0.8654545454545455
cto_sort,2017-11,10,281,42,0.8505338078291815
cto_sort,2017-12,10,283,42,0.8515901060070672
cto_sort,2018-01,10,289,43,0.8512110726643598
cto_sort,2018-02,10,286,43,0.8496503496503497
cto_sort,2018-03,10,291,45,0.845360824742268
cto_sort,2018-04,10,295,44,0.8508474576271187
cto_sort,2018-05,10,301,48,0.8405315614617941
cto_sort,2018-06,10,306,45,0.8529411764705882
cto_sort,2018-07,10,310,37,0.8806451612903226
cto_sort,2018-08,10,318,56,0.8238993710691824
cto_sort,2018-09,10,324,46,0.8580246913580247
cto_sort,2018-10,10,328,53,0.8384146341463414
cto_sort,2018-11,10,334,47,0.8592814371257484
cto_sort,2018-12,10,337,59,0.8249258160237389
cto_sort,2019-01,10,339,52,0.8466076696165192
cto_sort,2019-02,10,340,53,0.8441176470588235
cto_sort,2019-03,10,341,42,0.8768328445747801
cto_sort,2019-04,10,343,52,0.8483965014577259
cto_sort,2019-05,10,338,44,0.8698224852071006
cto_sort,2019-06,10,339,54,0.8407079646017699
cto_sort,2019-07,10,339,39,0.8849557522123894
cto_sort,2019-08,10,340,55,0.8382352941176471
cto_sort,2019-09,10,340,46,0.8647058823529412
cto_sort,2019-10,10,341,50,0.8533724340175953
cto_sort,2019-11,10,341,52,0.8475073313782991
cto_sort,2019-12,10,342,64,0.8128654970760234
cto_sort,2020-01,10,343,43,0.8746355685131195
cto_sort,2020-02,10,344,116,0.6627906976744187
cto_sort,2020-03,10,345,61,0.8231884057971015
cto_sort,2020-04,10,346,80,0.7687861271676301
cto_sort,2020-05,10,341,82,0.7595307917888563
cto_sort,2020-06,10,342,77,0.7748538011695907
cto_sort,2020-07,10,344,60,0.8255813953488372
cto_sort,2020-08,10,345,63,0.817391304347826
cto_sort,2020-09,10,346,85,0.7543352601156069
cto_sort,2020-10,10,347,80,0.7694524495677233
cto_sort,2020-11,10,350,80,0.7714285714285715
cto_sort,2020-12,10,353,72,0.7960339943342776
cto_sort,2021-01,10,355,71,0.8
cto_sort,2021-02,10,357,61,0.8291316526610644
cto_sort,2021-03,10,359,49,0.8635097493036212
cto_sort,2021-04,10,363,70,0.8071625344352618
cto_sort,2021-05,10,362,67,0.8149171270718232
cto_sort,2021-06,10,367,59,0.8392370572207084
cto_sort,2021-07,10,371,71,0.8086253369272237
cto_sort,2021-08,10,378,68,0.8201058201058201
cto_sort,2021-09,10,384,56,0.8541666666666666
cto_sort,2021-10,10,386,75,0.805699481865285
cto_sort,2021-11,10,389,69,0.8226221079691517
cto_sort,2021-12,10,394,77,0.8045685279187818
cto_sort,2022-01,10,397,73,0.8161209068010076
cto_sort,2022-02,10,400,66,0.835
cto_sort,2022-03,10,404,73,0.8193069306930694
cto_sort,2022-04,10,410,63,0.8463414634146341
cto_sort,2022-05,10,413,60,0.8547215496368039
cto_sort,2022-06,10,418,66,0.8421052631578947
cto_sort,2022-07,10,422,70,0.8341232227488151
cto_sort,2022-08,10,427,84,0.8032786885245902
cto_sort,2022-09,10,431,87,0.7981438515081206
cto_sort,2022-10,10,435,79,0.8183908045977011
cto_sort,2022-11,10,438,77,0.8242009132420092
cto_sort,2022-12,10,443,69,0.8442437923250564
cto_sort,2023-01,10,446,52,0.8834080717488789
cto_sort,2023-02,10,447,55,0.8769574944071589
cto_sort,2023-03,10,451,82,0.8181818181818181
cto_sort,2023-04,10,454,61,0.8656387665198237
cto_sort,2023-05,10,452,77,0.8296460176991151
cto_sort,2023-06,10,456,85,0.8135964912280702
cto_sort,2023-07,10,458,76,0.8340611353711791
cto_sort,2023-08,10,462,95,0.7943722943722944
cto_sort,2023-09,10,466,94,0.7982832618025751
cto_sort,2023-10,10,469,82,0.8251599147121536
cto_sort,2023-11,10,472,72,0.847457627118644
cto_sort,2023-12,10,475,104,0.7810526315789473
cto_sort,2024-01,10,475,134,0.7178947368421053
cto_sort,2024-02,10,477,69,0.8553459119496856
cto_sort,2024-03,10,479,86,0.8204592901878914
cto_sort,2024-04,10,482,88,0.8174273858921162
cto_sort,2024-05,10,478,77,0.8389121338912133
cto_sort,2024-06,10,482,94,0.8049792531120332
cto_sort,2024-07,10,486,96,0.8024691358024691
cto_sort,2024-08,10,488,91,0.8135245901639344
cto_sort,2024-09,10,489,75,0.8466257668711656
cto_sort,2024-10,10,490,97,0.8020408163265307
cto_sort,2024-11,10,491,127,0.7413441955193483
cto_sort,2024-12,10,492,117,0.7621951219512195
cto_sort,2025-01,10,493,96,0.8052738336713996
cto_sort,2025-02,10,493,88,0.821501014198783
cto_sort,2025-03,10,494,76,0.8461538461538461
cto_sort,2025-04,10,494,81,0.8360323886639676
cto_sort,2025-05,10,487,90,0.8151950718685832
cto_sort,2025-06,10,489,100,0.7955010224948875
cto_sort,2025-07,10,490,80,0.8367346938775511
cto_sort,2025-08,10,490,74,0.8489795918367347
cto_sort,2025-09,10,491,93,0.8105906313645621
cto_sort,2025-10,10,491,96,0.8044806517311609
cto_sort,2025-11,10,491,77,0.8431771894093687
cto_sort,2025-12,10,493,110,0.7768762677484787
cto_sort,2026-01,10,493,85,0.8275862068965517
cto_sort,2026-02,10,493,72,0.8539553752535497
cto_sort,2026-03,10,494,104,0.7894736842105263
cto_sort,2026-04,10,495,72,0.8545454545454545
cto_sort,2026-05,10,488,109,0.7766393442622951
cto_sort,2026-06,10,492,98,0.8008130081300813
lightgbm,2013-02,1,221,57,0.7420814479638009
lightgbm,2013-03,1,224,58,0.7410714285714286
lightgbm,2013-04,1,226,63,0.7212389380530974
lightgbm,2013-05,1,230,58,0.7478260869565218
lightgbm,2013-06,1,230,74,0.6782608695652175
lightgbm,2013-07,1,233,69,0.703862660944206
lightgbm,2013-08,1,234,47,0.7991452991452992
lightgbm,2013-09,1,234,46,0.8034188034188035
lightgbm,2013-10,1,235,42,0.8212765957446808
lightgbm,2013-11,1,234,53,0.7735042735042735
lightgbm,2013-12,1,235,47,0.8
lightgbm,2014-01,1,235,59,0.7489361702127659
lightgbm,2014-02,1,232,60,0.7413793103448276
lightgbm,2014-03,1,234,52,0.7777777777777778
lightgbm,2014-04,1,232,75,0.6767241379310345
lightgbm,2014-05,1,228,63,0.7236842105263157
lightgbm,2014-06,1,229,80,0.6506550218340612
lightgbm,2014-07,1,229,59,0.74235807860262
lightgbm,2014-08,1,229,50,0.7816593886462881
lightgbm,2014-09,1,229,57,0.7510917030567685
lightgbm,2014-10,1,226,58,0.7433628318584071
lightgbm,2014-11,1,226,67,0.7035398230088495
lightgbm,2014-12,1,228,57,0.75
lightgbm,2015-01,1,230,51,0.7782608695652173
lightgbm,2015-02,1,228,79,0.6535087719298245
lightgbm,2015-03,1,229,57,0.7510917030567685
lightgbm,2015-04,1,228,54,0.7631578947368421
lightgbm,2015-05,1,223,72,0.6771300448430493
lightgbm,2015-06,1,221,53,0.7601809954751131
lightgbm,2015-07,1,212,51,0.7594339622641509
lightgbm,2015-08,1,213,44,0.7934272300469484
lightgbm,2015-09,1,213,59,0.7230046948356808
lightgbm,2015-10,1,219,73,0.6666666666666667
lightgbm,2015-11,1,227,69,0.696035242290749
lightgbm,2015-12,1,236,55,0.7669491525423728
lightgbm,2016-01,1,239,63,0.7364016736401673
lightgbm,2016-02,1,239,64,0.7322175732217573
lightgbm,2016-03,1,244,70,0.7131147540983607
lightgbm,2016-04,1,245,69,0.7183673469387755
lightgbm,2016-05,1,246,72,0.7073170731707317
lightgbm,2016-06,1,250,70,0.72
lightgbm,2016-07,1,254,57,0.7755905511811023
lightgbm,2016-08,1,256,75,0.70703125
lightgbm,2016-09,1,257,68,0.7354085603112841
lightgbm,2016-10,1,256,64,0.75
lightgbm,2016-11,1,260,67,0.7423076923076923
lightgbm,2016-12,1,261,67,0.7432950191570882
lightgbm,2017-01,1,261,83,0.6819923371647509
lightgbm,2017-02,1,260,85,0.6730769230769231
lightgbm,2017-03,1,263,74,0.7186311787072244
lightgbm,2017-04,1,263,89,0.6615969581749049
lightgbm,2017-05,1,261,99,0.6206896551724138
lightgbm,2017-06,1,262,93,0.6450381679389313
lightgbm,2017-07,1,264,87,0.6704545454545454
lightgbm,2017-08,1,267,98,0.6329588014981273
lightgbm,2017-09,1,272,97,0.6433823529411764
lightgbm,2017-10,1,274,83,0.6970802919708029
lightgbm,2017-11,1,280,108,0.6142857142857143
lightgbm,2017-12,1,282,124,0.5602836879432624
lightgbm,2018-01,1,288,99,0.65625
lightgbm,2018-02,1,285,111,0.6105263157894737
lightgbm,2018-03,1,290,106,0.6344827586206896
lightgbm,2018-04,1,294,99,0.6632653061224489
lightgbm,2018-05,1,301,94,0.6877076411960132
lightgbm,2018-06,1,305,102,0.6655737704918032
lightgbm,2018-07,1,309,112,0.6375404530744336
lightgbm,2018-08,1,317,119,0.6246056782334385
lightgbm,2018-09,1,323,114,0.6470588235294117
lightgbm,2018-10,1,327,107,0.672782874617737
lightgbm,2018-11,1,334,80,0.7604790419161677
lightgbm,2018-12,1,336,114,0.6607142857142857
lightgbm,2019-01,1,338,117,0.6538461538461539
lightgbm,2019-02,1,340,132,0.611764705882353
lightgbm,2019-03,1,341,103,0.6979472140762464
lightgbm,2019-04,1,342,91,0.7339181286549707
lightgbm,2019-05,1,337,90,0.7329376854599406
lightgbm,2019-06,1,338,101,0.7011834319526626
lightgbm,2019-07,1,338,93,0.7248520710059172
lightgbm,2019-08,1,339,139,0.5899705014749262
lightgbm,2019-09,1,339,145,0.5722713864306785
lightgbm,2019-10,1,340,122,0.6411764705882352
lightgbm,2019-11,1,340,112,0.6705882352941177
