model,formation_month,holding_month,ic,n
ridge_cto_family,2014-02,2014-03,0.14554380044654686,2324
ridge_cto_family,2014-03,2014-04,0.036805666743846645,2347
ridge_cto_family,2014-04,2014-05,0.013653570918321032,2322
ridge_cto_family,2014-05,2014-06,-0.026945748104943237,2286
ridge_cto_family,2014-06,2014-07,0.28112411745266574,2296
ridge_cto_family,2014-07,2014-08,0.218707226775271,2298
ridge_cto_family,2014-08,2014-09,-0.03854150525128649,2293
ridge_cto_family,2014-09,2014-10,0.044554104060035266,2299
ridge_cto_family,2014-10,2014-11,-0.010343942411282956,2267
ridge_cto_family,2014-11,2014-12,-0.08081640361783482,2267
ridge_cto_family,2014-12,2015-01,0.43409700355440367,2287
ridge_cto_family,2015-01,2015-02,-0.1681585139365179,2302
ridge_cto_family,2015-02,2015-03,-0.03603381485019124,2284
ridge_cto_family,2015-03,2015-04,0.0657955213693951,2299
ridge_cto_family,2015-04,2015-05,0.06429178263667286,2287
ridge_cto_family,2015-05,2015-06,0.317066144541726,2235
ridge_cto_family,2015-06,2015-07,0.2230268145887496,2218
ridge_cto_family,2015-07,2015-08,0.08844373550612712,2124
ridge_cto_family,2015-08,2015-09,0.16036739065460015,2134
ridge_cto_family,2015-09,2015-10,-0.08895608487569064,2134
ridge_cto_family,2015-10,2015-11,-0.10755998435555318,2190
ridge_cto_family,2015-11,2015-12,0.09839269015385482,2273
ridge_cto_family,2015-12,2016-01,0.13537853832444635,2364
ridge_cto_family,2016-01,2016-02,0.08374668100034278,2392
ridge_cto_family,2016-02,2016-03,0.18496426034132607,2399
ridge_cto_family,2016-03,2016-04,0.07162541884312495,2446
ridge_cto_family,2016-04,2016-05,0.12173400765183216,2456
ridge_cto_family,2016-05,2016-06,-0.08670307564171577,2468
ridge_cto_family,2016-06,2016-07,0.38694165473010267,2503
ridge_cto_family,2016-07,2016-08,0.09984941754311939,2543
ridge_cto_family,2016-08,2016-09,-0.03798999782470432,2563
ridge_cto_family,2016-09,2016-10,0.11982275259859546,2573
ridge_cto_family,2016-10,2016-11,0.043058312071834574,2566
ridge_cto_family,2016-11,2016-12,-0.04714510005559878,2600
ridge_cto_family,2016-12,2017-01,-0.002270416771733221,2619
ridge_cto_family,2017-01,2017-02,0.08808187364967425,2617
ridge_cto_family,2017-02,2017-03,0.07248245960591869,2606
ridge_cto_family,2017-03,2017-04,-0.11732937536484295,2632
ridge_cto_family,2017-04,2017-05,-0.13921632661546154,2638
ridge_cto_family,2017-05,2017-06,0.22271049273210178,2618
ridge_cto_family,2017-06,2017-07,-0.06683468980797944,2622
ridge_cto_family,2017-07,2017-08,0.26926463200122214,2646
ridge_cto_family,2017-08,2017-09,0.052903250720154296,2675
ridge_cto_family,2017-09,2017-10,0.20595370818963188,2725
ridge_cto_family,2017-10,2017-11,0.024899977002543226,2748
ridge_cto_family,2017-11,2017-12,0.022813715043167045,2805
ridge_cto_family,2017-12,2018-01,0.1262551315193122,2824
ridge_cto_family,2018-01,2018-02,0.09283930591544176,2881
ridge_cto_family,2018-02,2018-03,0.0044429443894976935,2853
ridge_cto_family,2018-03,2018-04,0.11102947987006896,2904
ridge_cto_family,2018-04,2018-05,0.07524357592624725,2945
ridge_cto_family,2018-05,2018-06,0.07865017716268877,3010
ridge_cto_family,2018-06,2018-07,0.17654198305577773,3057
ridge_cto_family,2018-07,2018-08,-0.0017050631581114683,3097
ridge_cto_family,2018-08,2018-09,0.07223552474685292,3172
ridge_cto_family,2018-09,2018-10,0.05316314129242856,3231
ridge_cto_family,2018-10,2018-11,0.1790268478790596,3276
ridge_cto_family,2018-11,2018-12,0.15216883347572407,3340
ridge_cto_family,2018-12,2019-01,0.17039951366128775,3369
ridge_cto_family,2019-01,2019-02,0.013657392732901,3389
ridge_cto_family,2019-02,2019-03,0.03820509933709045,3400
ridge_cto_family,2019-03,2019-04,0.21709510543958144,3410
ridge_cto_family,2019-04,2019-05,0.14348189169908268,3424
ridge_cto_family,2019-05,2019-06,0.14893013261366664,3377
ridge_cto_family,2019-06,2019-07,0.10818701843550567,3382
ridge_cto_family,2019-07,2019-08,-0.03452750932610875,3385
ridge_cto_family,2019-08,2019-09,0.08497240896785427,3391
ridge_cto_family,2019-09,2019-10,0.08147788640897118,3399
ridge_cto_family,2019-10,2019-11,0.10017024102415842,3406
ridge_cto_family,2019-11,2019-12,0.011832217973611591,3408
ridge_cto_family,2019-12,2020-01,-0.007748417480340316,3416
ridge_cto_family,2020-01,2020-02,-0.21015133337617367,3425
ridge_cto_family,2020-02,2020-03,0.29946180024251606,3433
ridge_cto_family,2020-03,2020-04,0.22200799258138668,3444
ridge_cto_family,2020-04,2020-05,0.06683661818913562,3457
ridge_cto_family,2020-05,2020-06,0.09116642105435227,3403
ridge_cto_family,2020-06,2020-07,0.11011689148495926,3417
ridge_cto_family,2020-07,2020-08,0.1463778457272084,3439
ridge_cto_family,2020-08,2020-09,0.02975743571022918,3447
ridge_cto_family,2020-09,2020-10,-0.10750360512148778,3455
ridge_cto_family,2020-10,2020-11,0.15232730263028815,3464
ridge_cto_family,2020-11,2020-12,-0.033680868125222,3499
ridge_cto_family,2020-12,2021-01,0.06836413347407354,3527
ridge_cto_family,2021-01,2021-02,0.14993436197403073,3545
ridge_cto_family,2021-02,2021-03,0.034127017133747335,3563
ridge_cto_family,2021-03,2021-04,0.14255736213934664,3583
ridge_cto_family,2021-04,2021-05,-0.09916684627971385,3628
ridge_cto_family,2021-05,2021-06,0.009680590561004744,3618
ridge_cto_family,2021-06,2021-07,-0.1298082449493863,3661
ridge_cto_family,2021-07,2021-08,0.057139319942181556,3706
ridge_cto_family,2021-08,2021-09,0.18214943326243768,3772
ridge_cto_family,2021-09,2021-10,0.08592788434361817,3834
ridge_cto_family,2021-10,2021-11,0.10022128346596186,3854
ridge_cto_family,2021-11,2021-12,0.23371091511484357,3882
ridge_cto_family,2021-12,2022-01,0.08309169789473007,3936
ridge_cto_family,2022-01,2022-02,0.034850093436704414,3966
ridge_cto_family,2022-02,2022-03,-0.04456553523403961,3995
ridge_cto_family,2022-03,2022-04,0.11716815675652413,4038
ridge_cto_family,2022-04,2022-05,0.14831701878906928,4098
ridge_cto_family,2022-05,2022-06,0.08299348556748154,4125
ridge_cto_family,2022-06,2022-07,0.07501213840125627,4172
ridge_cto_family,2022-07,2022-08,0.258630632405322,4219
ridge_cto_family,2022-08,2022-09,0.09182775938428323,4268
ridge_cto_family,2022-09,2022-10,0.15382345591599988,4308
ridge_cto_family,2022-10,2022-11,0.2660578570511346,4342
ridge_cto_family,2022-11,2022-12,0.041978795867220746,4380
ridge_cto_family,2022-12,2023-01,0.23502587588597837,4422
ridge_cto_family,2023-01,2023-02,0.10198861839489581,4456
ridge_cto_family,2023-02,2023-03,-0.09853357843497056,4468
ridge_cto_family,2023-03,2023-04,0.036050131795558056,4505
ridge_cto_family,2023-04,2023-05,0.07411987065427722,4540
ridge_cto_family,2023-05,2023-06,0.02699392414525053,4511
ridge_cto_family,2023-06,2023-07,0.31448450390946864,4559
ridge_cto_family,2023-07,2023-08,0.12818281390962213,4573
ridge_cto_family,2023-08,2023-09,0.14057134471827473,4618
ridge_cto_family,2023-09,2023-10,-0.05090998254967592,4658
ridge_cto_family,2023-10,2023-11,0.046691508490253886,4687
ridge_cto_family,2023-11,2023-12,0.09023142623520768,4714
ridge_cto_family,2023-12,2024-01,0.06796738289767365,4741
ridge_cto_family,2024-01,2024-02,-0.03532516452376689,4747
ridge_cto_family,2024-02,2024-03,0.15018402786028173,4762
ridge_cto_family,2024-03,2024-04,0.2683419375042094,4785
ridge_cto_family,2024-04,2024-05,-0.0609262997422426,4812
ridge_cto_family,2024-05,2024-06,-0.05130833467875423,4773
ridge_cto_family,2024-06,2024-07,0.14767673500391565,4817
ridge_cto_family,2024-07,2024-08,0.12572000701787853,4856
ridge_cto_family,2024-08,2024-09,0.019430329632362586,4877
ridge_cto_family,2024-09,2024-10,-0.15958756897910562,4890
ridge_cto_family,2024-10,2024-11,0.19027980106627876,4898
ridge_cto_family,2024-11,2024-12,0.21279380018169003,4905
ridge_cto_family,2024-12,2025-01,0.10084076388928355,4918
ridge_cto_family,2025-01,2025-02,-0.014387975224810568,4923
ridge_cto_family,2025-02,2025-03,0.33341723743709856,4927
ridge_cto_family,2025-03,2025-04,0.11949146675700661,4933
ridge_cto_family,2025-04,2025-05,0.01603483029564869,4932
ridge_cto_family,2025-05,2025-06,0.10456758837651754,4866
ridge_cto_family,2025-06,2025-07,0.1667606130377345,4888
ridge_cto_family,2025-07,2025-08,-0.01259436117248258,4891
ridge_cto_family,2025-08,2025-09,0.06180797376443482,4897
ridge_cto_family,2025-09,2025-10,0.19031192925198023,4903
ridge_cto_family,2025-10,2025-11,0.015740819935640207,4904
ridge_cto_family,2025-11,2025-12,0.03747910588264454,4909
ridge_cto_family,2025-12,2026-01,0.12244366228528236,4921
ridge_cto_family,2026-01,2026-02,-0.022931014943775162,4925
ridge_cto_family,2026-02,2026-03,0.20061847444552278,4924
ridge_cto_family,2026-03,2026-04,0.04690777394191563,4937
ridge_cto_family,2026-04,2026-05,-0.08521158475805606,4950
ridge_cto_family,2026-05,2026-06,-0.10711896955375234,4874
ridge_cto_family,2026-06,2026-07,0.3594854946453213,4915
