portfolio,stock_months,mean_float_market_cap_rmb,median_float_market_cap_rmb,mean_turnover_pct,st_month_share
D1,62787,9100059099.52486,3794717071.7526455,5.965219739006953,0.010129969418960244
D5,62895,15901002676.18719,4735017052.516901,2.0257116871317082,0.0009701480668606962
